id,q_num,source_doc,bank_answer,bank_option_count,docx_block_id,docx_year_half,docx_q_num,docx_answer,docx_option_count,match_score,answer_status,needs_review
211,211,ISPM:objective:2021年下半年考试试题【有答案版】_ocr.pdf#69,D,4,211,2021年下半年,73,D,3,0.99,same,False
212,212,ISPM:objective:2021年下半年考试试题【有答案版】_ocr.pdf#70,B,4,212,2021年下半年,74,B,3,0.99,same,False
213,213,ISPM:objective:2021年下半年考试试题【有答案版】_ocr.pdf#71,A,4,213,2021年下半年,75,A,3,0.99,same,False
214,214,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#1,B,4,214,2022年上半年,1,B,1,0.99,same,False
215,215,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#2,D,4,215,2022年上半年,2,D,1,0.99,same,False
216,216,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#3,C,4,216,2022年上半年,3,C,1,0.99,same,False
217,217,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#4,A,4,217,2022年上半年,4,A,1,0.99,same,False
218,218,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#5,C,4,218,2022年上半年,5,C,2,0.99,same,False
219,219,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#6,A,4,219,2022年上半年,6,A,1,0.99,same,False
220,220,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#7,A,4,220,2022年上半年,7,A,2,0.99,same,False
221,221,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#8,C,5,221,2022年上半年,8,C,1,0.99,same,False
222,222,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#9,B,5,222,2022年上半年,9,B,2,0.99,same,False
223,223,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#10,C,4,223,2022年上半年,10,C,1,0.99,same,False
224,224,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#11,B,4,224,2022年上半年,11,B,1,0.99,same,False
225,225,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#12,A,4,225,2022年上半年,12,A,4,0.99,same,False
226,226,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#13,C,4,226,2022年上半年,13,C,2,0.99,same,False
227,227,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#14,D,4,227,2022年上半年,14,D,1,0.99,same,False
228,228,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#15,B,4,228,2022年上半年,15,B,2,0.99,same,False
229,229,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#16,D,4,229,2022年上半年,16,D,1,0.99,same,False
230,230,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#17,C,4,230,2022年上半年,17,C,1,0.99,same,False
231,231,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#18,C,4,231,2022年上半年,18,C,1,0.99,same,False
232,232,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#19,B,4,232,2022年上半年,19,B,4,0.99,same,False
233,233,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#20,A,4,233,2022年上半年,20,A,1,0.99,same,False
234,234,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#21,C,4,234,2022年上半年,21,C,1,0.99,same,False
235,235,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#22,D,4,235,2022年上半年,22,D,4,0.99,same,False
236,236,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#23,D,4,236,2022年上半年,23,D,1,0.99,same,False
237,237,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#24,B,4,237,2022年上半年,24,B,4,0.99,same,False
238,238,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#25,D,4,238,2022年上半年,25,D,1,0.99,same,False
239,239,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#26,A,4,239,2022年上半年,26,A,4,0.99,same,False
240,240,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#27,D,4,240,2022年上半年,27,D,4,0.99,same,False
241,241,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#28,B,4,241,2022年上半年,28,B,4,0.99,same,False
242,242,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#29,D,4,242,2022年上半年,29,D,1,0.99,same,False
243,243,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#30,B,4,243,2022年上半年,30,B,4,0.99,same,False
244,244,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#31,B,4,244,2022年上半年,33,B,1,0.99,same,False
245,245,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#32,B,4,245,2022年上半年,34,B,4,0.99,same,False
246,246,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#33,A,5,246,2022年上半年,35,A,2,0.99,same,False
247,247,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#34,C,4,247,2022年上半年,36,C,1,0.99,same,False
248,248,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#35,D,4,248,2022年上半年,37,D,4,0.99,same,False
249,249,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#36,A,4,249,2022年上半年,38,A,1,0.99,same,False
250,250,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#37,C,4,250,2022年上半年,39,C,4,0.99,same,False
251,251,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#38,A,4,251,2022年上半年,40,A,4,0.99,same,False
252,252,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#39,C,4,252,2022年上半年,41,C,4,0.99,same,False
253,253,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#40,D,4,253,2022年上半年,42,D,1,0.99,same,False
254,254,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#41,B,4,254,2022年上半年,43,B,4,0.99,same,False
255,255,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#42,C,4,255,2022年上半年,44,C,4,0.99,same,False
256,256,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#43,A,4,256,2022年上半年,45,A,1,0.99,same,False
257,257,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#44,D,4,257,2022年上半年,46,D,4,0.99,same,False
258,258,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#45,A,4,258,2022年上半年,47,A,1,0.99,same,False
259,259,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#46,A,4,259,2022年上半年,48,A,4,0.99,same,False
260,260,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#47,D,4,260,2022年上半年,49,D,2,0.99,same,False
261,261,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#48,B,4,261,2022年上半年,50,B,2,0.99,same,False
262,262,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#49,B,4,262,2022年上半年,51,B,4,0.99,same,False
263,263,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#50,C,4,263,2022年上半年,52,C,1,0.99,same,False
264,264,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#51,D,4,264,2022年上半年,53,D,4,0.99,same,False
265,265,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#52,B,4,265,2022年上半年,54,B,1,0.99,same,False
266,266,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#53,A,4,266,2022年上半年,55,A,4,0.99,same,False
267,267,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#54,C,5,267,2022年上半年,56,C,4,0.99,same,False
268,268,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#55,A,4,268,2022年上半年,57,A,4,0.99,same,False
269,269,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#56,B,4,269,2022年上半年,58,B,2,0.99,same,False
270,270,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#57,D,4,270,2022年上半年,59,D,4,0.99,same,False
271,271,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#58,D,4,271,2022年上半年,60,D,1,0.99,same,False
272,272,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#59,A,4,272,2022年上半年,61,A,4,0.99,same,False
273,273,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#60,B,4,273,2022年上半年,62,B,1,0.99,same,False
274,274,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#61,C,4,274,2022年上半年,63,C,4,0.99,same,False
275,275,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#62,B,4,275,2022年上半年,64,B,1,0.99,same,False
276,276,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#63,D,4,276,2022年上半年,65,D,4,0.99,same,False
277,277,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#64,B,4,277,2022年上半年,68,B,1,0.99,same,False
278,278,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#65,D,4,278,2022年上半年,69,,2,0.99,na,False
279,279,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#66,D,3,278,2022年上半年,69,,2,0.3786,na,True
280,280,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#67,A,4,279,2022年上半年,71,A,2,0.99,same,False
281,281,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#68,D,4,280,2022年上半年,72,D,4,0.99,same,False
282,282,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#69,C,4,281,2022年上半年,73,C,3,0.99,same,False
283,283,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#70,D,4,282,2022年上半年,74,D,1,0.99,same,False
284,284,ISPM:objective:2022年上半年考试试题【有答案版】_ocr.pdf#71,A,4,283,2022年上半年,75,A,2,0.99,same,False
285,285,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#1,A,4,352,2023年下半年,1,A,1,0.99,same,False
286,286,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#2,D,4,353,2023年下半年,2,D,1,0.99,same,False
287,287,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#3,D,4,354,2023年下半年,3,D,1,0.99,same,False
288,288,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#4,A,4,355,2023年下半年,4,A,1,0.99,same,False
289,289,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#5,D,4,356,2023年下半年,5,D,4,0.99,same,False
290,290,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#6,D,4,357,2023年下半年,6,D,4,0.99,same,False
291,291,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#7,C,4,358,2023年下半年,7,C,1,0.99,same,False
292,292,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#8,D,4,359,2023年下半年,8,D,1,0.99,same,False
293,293,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#9,A,4,360,2023年下半年,9,A,1,0.99,same,False
294,294,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#10,D,4,361,2023年下半年,10,D,1,0.99,same,False
295,295,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#11,A,4,362,2023年下半年,11,A,1,0.99,same,False
296,296,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#12,A,4,363,2023年下半年,12,A,1,0.99,same,False
297,297,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#13,A,4,364,2023年下半年,13,A,4,0.99,same,False
298,298,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#14,D,4,365,2023年下半年,14,D,4,0.99,same,False
299,299,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#15,D,4,366,2023年下半年,15,D,1,0.99,same,False
300,300,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#16,B,4,367,2023年下半年,16,B,4,0.99,same,False
301,301,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#17,D,4,368,2023年下半年,17,D,1,0.99,same,False
302,302,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#18,C,4,369,2023年下半年,18,C,4,0.99,same,False
303,303,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#19,D,4,370,2023年下半年,19,D,1,0.99,same,False
304,304,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#20,D,4,371,2023年下半年,20,D,4,0.99,same,False
305,305,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#21,A,4,372,2023年下半年,21,A,1,0.99,same,False
306,306,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#22,A,4,373,2023年下半年,22,A,1,0.99,same,False
307,307,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#23,B,4,374,2023年下半年,23,B,1,0.99,same,False
308,308,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#24,C,4,375,2023年下半年,24,C,1,0.99,same,False
309,309,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#25,A,4,376,2023年下半年,25,A,2,0.99,same,False
310,310,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#26,A,4,377,2023年下半年,26,A,4,0.99,same,False
311,311,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#27,A,4,378,2023年下半年,27,A,1,0.99,same,False
312,312,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#28,B,4,379,2023年下半年,28,B,1,0.99,same,False
313,313,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#29,A,4,380,2023年下半年,29,A,4,0.99,same,False
314,314,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#30,D,4,381,2023年下半年,30,D,1,0.99,same,False
315,315,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#31,D,4,382,2023年下半年,31,D,4,0.99,same,False
316,316,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#32,D,4,383,2023年下半年,32,D,4,0.99,same,False
317,317,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#33,C,4,384,2023年下半年,33,C,4,0.99,same,False
318,318,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#34,D,4,385,2023年下半年,34,D,1,0.99,same,False
319,319,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#35,B,4,386,2023年下半年,35,B,1,0.99,same,False
320,320,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#36,C,4,387,2023年下半年,36,C,4,0.99,same,False
321,321,ISPM:objective:2023年下半年考试试题（第1批）【有答案版】_ocr.pdf#37,B,4,388,2023年下半年,37,B,2,0.99,same,False
322,322,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#1,A,4,352,2023年下半年,1,A,1,0.99,same,False
323,323,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#2,D,4,353,2023年下半年,2,D,1,0.99,same,False
324,324,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#3,D,4,354,2023年下半年,3,D,1,0.99,same,False
325,325,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#4,A,4,355,2023年下半年,4,A,1,0.99,same,False
326,326,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#5,D,4,356,2023年下半年,5,D,4,0.99,same,False
327,327,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#6,D,4,357,2023年下半年,6,D,4,0.99,same,False
328,328,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#7,C,4,358,2023年下半年,7,C,1,0.99,same,False
329,329,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#8,D,4,359,2023年下半年,8,D,1,0.99,same,False
330,330,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#9,A,4,360,2023年下半年,9,A,1,0.99,same,False
331,331,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#10,D,4,361,2023年下半年,10,D,1,0.99,same,False
332,332,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#11,A,4,362,2023年下半年,11,A,1,0.99,same,False
333,333,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#12,A,4,363,2023年下半年,12,A,1,0.99,same,False
334,334,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#13,A,4,364,2023年下半年,13,A,4,0.99,same,False
335,335,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#14,D,4,365,2023年下半年,14,D,4,0.99,same,False
336,336,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#15,D,4,366,2023年下半年,15,D,1,0.99,same,False
337,337,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#16,B,4,367,2023年下半年,16,B,4,0.99,same,False
338,338,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#17,D,4,368,2023年下半年,17,D,1,0.99,same,False
339,339,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#18,C,4,369,2023年下半年,18,C,4,0.99,same,False
340,340,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#19,D,4,370,2023年下半年,19,D,1,0.99,same,False
341,341,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#20,D,4,371,2023年下半年,20,D,4,0.99,same,False
342,342,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#21,A,4,372,2023年下半年,21,A,1,0.99,same,False
343,343,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#22,A,4,373,2023年下半年,22,A,1,0.99,same,False
344,344,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#23,B,4,374,2023年下半年,23,B,1,0.99,same,False
345,345,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#24,C,4,375,2023年下半年,24,C,1,0.99,same,False
346,346,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#25,A,4,376,2023年下半年,25,A,2,0.99,same,False
347,347,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#26,A,4,377,2023年下半年,26,A,4,0.99,same,False
348,348,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#27,A,4,378,2023年下半年,27,A,1,0.99,same,False
349,349,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#28,B,4,379,2023年下半年,28,B,1,0.99,same,False
350,350,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#29,A,4,380,2023年下半年,29,A,4,0.99,same,False
351,351,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#30,D,4,381,2023年下半年,30,D,1,0.99,same,False
352,352,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#31,D,4,382,2023年下半年,31,D,4,0.99,same,False
353,353,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#32,D,4,383,2023年下半年,32,D,4,0.99,same,False
354,354,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#33,C,4,384,2023年下半年,33,C,4,0.99,same,False
355,355,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#34,D,4,385,2023年下半年,34,D,1,0.99,same,False
356,356,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#35,B,4,386,2023年下半年,35,B,1,0.99,same,False
357,357,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#36,C,4,387,2023年下半年,36,C,4,0.99,same,False
358,358,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#37,B,4,388,2023年下半年,37,B,2,0.99,same,False
359,359,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#38,B,4,426,2023年下半年,38,B,1,0.99,same,False
360,360,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#39,D,4,427,2023年下半年,39,D,1,0.99,same,False
361,361,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#40,D,4,428,2023年下半年,40,D,2,0.99,same,False
362,362,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#41,A,4,429,2023年下半年,41,A,1,0.99,same,False
363,363,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#42,B,4,430,2023年下半年,42,B,3,0.99,same,False
364,364,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#43,B,4,431,2023年下半年,43,B,1,0.99,same,False
365,365,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#44,D,4,432,2023年下半年,44,D,4,0.99,same,False
366,366,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#45,C,4,433,2023年下半年,45,C,1,0.99,same,False
367,367,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#46,D,4,434,2023年下半年,46,D,4,0.99,same,False
368,368,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#47,D,4,435,2023年下半年,47,D,1,0.99,same,False
369,369,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#48,D,4,436,2023年下半年,48,D,1,0.99,same,False
370,370,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#49,A,4,437,2023年下半年,49,A,1,0.99,same,False
371,371,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#50,A,4,438,2023年下半年,50,A,1,0.99,same,False
372,372,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#51,A,4,439,2023年下半年,51,A,1,0.99,same,False
373,373,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#52,B,4,440,2023年下半年,52,B,1,0.99,same,False
374,374,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#53,D,4,441,2023年下半年,53,D,4,0.99,same,False
375,375,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#54,D,4,442,2023年下半年,54,D,4,0.99,same,False
376,376,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#55,A,4,443,2023年下半年,55,A,2,0.99,same,False
377,377,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#56,D,4,444,2023年下半年,56,D,1,0.99,same,False
378,378,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#57,A,4,445,2023年下半年,57,A,1,0.99,same,False
379,379,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#58,B,4,446,2023年下半年,58,B,4,0.99,same,False
380,380,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#59,D,4,447,2023年下半年,59,D,4,0.99,same,False
381,381,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#60,B,4,448,2023年下半年,60,B,1,0.99,same,False
382,382,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#61,D,4,449,2023年下半年,61,D,1,0.99,same,False
383,383,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#62,D,4,450,2023年下半年,62,D,1,0.99,same,False
384,384,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#63,A,4,452,2023年下半年,64,A,1,0.99,same,False
385,385,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#64,D,4,453,2023年下半年,65,D,1,0.99,same,False
386,386,ISPM:objective:2023年下半年考试试题（第2批）【有答案版】_ocr.pdf#65,D,4,454,2023年下半年,66,D,1,0.99,same,False
387,387,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#1,A,4,352,2023年下半年,1,A,1,0.99,same,False
388,388,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#2,D,4,353,2023年下半年,2,D,1,0.99,same,False
389,389,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#3,D,4,354,2023年下半年,3,D,1,0.99,same,False
390,390,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#4,A,4,355,2023年下半年,4,A,1,0.99,same,False
391,391,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#5,D,4,356,2023年下半年,5,D,4,0.99,same,False
392,392,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#6,D,4,357,2023年下半年,6,D,4,0.99,same,False
393,393,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#7,C,4,358,2023年下半年,7,C,1,0.99,same,False
394,394,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#8,A,4,360,2023年下半年,9,A,1,0.99,same,False
395,395,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#9,D,4,361,2023年下半年,10,D,1,0.99,same,False
396,396,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#10,A,4,362,2023年下半年,11,A,1,0.99,same,False
397,397,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#11,A,4,363,2023年下半年,12,A,1,0.99,same,False
398,398,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#12,A,4,364,2023年下半年,13,A,4,0.99,same,False
399,399,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#13,D,5,365,2023年下半年,14,D,4,0.99,same,False
400,400,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#14,D,4,366,2023年下半年,15,D,1,0.99,same,False
401,401,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#15,B,4,367,2023年下半年,16,B,4,0.99,same,False
402,402,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#16,D,4,368,2023年下半年,17,D,1,0.99,same,False
403,403,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#17,C,4,369,2023年下半年,18,C,4,0.99,same,False
404,404,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#18,D,4,370,2023年下半年,19,D,1,0.99,same,False
405,405,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#19,D,4,371,2023年下半年,20,D,4,0.99,same,False
406,406,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#20,A,4,372,2023年下半年,21,A,1,0.99,same,False
407,407,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#21,A,4,373,2023年下半年,22,A,1,0.99,same,False
408,408,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#22,B,4,374,2023年下半年,23,B,1,0.99,same,False
409,409,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#23,C,4,375,2023年下半年,24,C,1,0.99,same,False
410,410,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#24,A,4,376,2023年下半年,25,A,2,0.99,same,False
411,411,ISPM:objective:2023年下半年考试试题（第3批）【有答案版】_ocr.pdf#25,A,4,377,2023年下半年,26,A,4,0.99,same,False
